query,source
who played viola in she's the man,natural_questions
what school did they film the breakfast club,natural_questions
who set up the first stockyard for texas cattle in abilene kansas,natural_questions
what is the stock symbol for nasdaq index,natural_questions
who sings house of the rising sun original,natural_questions
how far do you fall in two seconds,natural_questions
is it illegal to own a coca plant,natural_questions
actress who plays victoria newman on young and the restless,natural_questions
who is the singer for alice in chains,natural_questions
at what altitude are surface air temperature observations made with asos,natural_questions
